,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_estimate,origin_col_11_moe,movers_within_same_municipio_estimate,origin_col_13_moe,movers_from_different_municipio_estimate,origin_col_15_moe,movers_from_u_s_estimate,origin_col_17_moe,movers_from_elsewhere1_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_or_united_states2_estimate,dest_col_27_moe,movers_within_same_municipio_county_estimate,dest_col_29_moe,movers_to_different_municipio_or_county__same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file,year_start,year_end,county_of_current_residence_estimate,origin_movers_us_estimate,origin_movers_same_county_estimate,origin_movers_diff_county_same_state_estimate,origin_movers_diff_state_estimate,origin_movers_abroad_estimate,county_of_residence_1_year_ago_estimate,dest_movers_us_estimate,dest_movers_same_county_estimate,dest_movers_diff_county_same_state_estimate
0,1.0,36,47.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,New York,Kings County,2544049.0,5627.0,2269307.0,5310.0,273424.0,6396.0,146802.0,4948.0,60165.0,3155.0,66457.0,2999.0,1318.0,315.0,24.0,39.0,Adjuntas Municipio,Kings,72_001,36_047,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
1,1.0,48,223.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Texas,Hopkins County,32920.0,712.0,27783.0,728.0,5101.0,725.0,3307.0,568.0,1366.0,386.0,428.0,199.0,36.0,58.0,36.0,58.0,Adjuntas Municipio,Hopkins,72_001,48_223,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
2,1.0,72,21.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,Bayamón Municipio,214319.0,1181.0,196841.0,1398.0,17478.0,1221.0,10625.0,928.0,6853.0,849.0,,,,,27.0,40.0,Adjuntas Municipio,Bayamón Municipio,72_001,72_021,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
3,1.0,72,43.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,Coamo Municipio,39276.0,482.0,36660.0,494.0,2616.0,576.0,1615.0,457.0,1001.0,348.0,,,,,45.0,55.0,Adjuntas Municipio,Coamo Municipio,72_001,72_043,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
4,1.0,72,81.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,Lares Municipio,37269.0,487.0,34672.0,647.0,2597.0,568.0,1887.0,514.0,710.0,271.0,,,,,36.0,58.0,Adjuntas Municipio,Lares Municipio,72_001,72_081,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
5,1.0,72,113.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,Ponce Municipio,174100.0,943.0,158364.0,1532.0,15736.0,1410.0,12915.0,1260.0,2821.0,540.0,,,,,10.0,19.0,Adjuntas Municipio,Ponce Municipio,72_001,72_113,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
6,1.0,72,127.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,San Juan Municipio,410511.0,1935.0,368481.0,2301.0,42030.0,2412.0,30902.0,1756.0,11128.0,1280.0,,,,,23.0,40.0,Adjuntas Municipio,San Juan Municipio,72_001,72_127,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
7,1.0,72,137.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Puerto Rico,Toa Baja Municipio,93177.0,934.0,87046.0,890.0,6131.0,965.0,3287.0,697.0,2844.0,653.0,,,,,11.0,19.0,Adjuntas Municipio,Toa Baja Municipio,72_001,72_137,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
8,1.0,CAM,0.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Central America,-,,,,,,,,,,,,,,,10.0,16.0,Adjuntas Municipio,,72_001,Central America,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
9,1.0,CAR,0.0,Puerto Rico,Adjuntas Municipio,18310.0,82.0,17440.0,276.0,782.0,282.0,630.0,260.0,152.0,110.0,60.0,69.0,28.0,45.0,Caribbean,-,,,,,,,,,,,,,,,18.0,29.0,Adjuntas Municipio,,72_001,Caribbean,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
10,3.0,09,1.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Connecticut,Fairfield County,885337.0,3226.0,780202.0,3859.0,104678.0,3897.0,62344.0,3165.0,13224.0,1166.0,29110.0,1840.0,457.0,235.0,35.0,56.0,Aguada Municipio,Fairfield,72_003,09_001,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
11,3.0,09,9.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Connecticut,New Haven County,834769.0,3145.0,726541.0,4091.0,107679.0,4256.0,70187.0,3567.0,14688.0,1166.0,22804.0,1661.0,549.0,274.0,44.0,60.0,Aguada Municipio,New Haven,72_003,09_009,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
12,3.0,12,95.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Florida,Orange County,1048784.0,6112.0,820789.0,6357.0,225287.0,6074.0,137228.0,4701.0,51297.0,2986.0,36762.0,2247.0,2708.0,527.0,60.0,98.0,Aguada Municipio,Orange,72_003,12_095,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
13,3.0,12,97.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Florida,Osceola County,245902.0,2823.0,201145.0,2809.0,43784.0,2999.0,23193.0,2114.0,12847.0,1622.0,7744.0,1050.0,973.0,317.0,10.0,15.0,Aguada Municipio,Osceola,72_003,12_097,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
14,3.0,13,121.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Georgia,Fulton County,979207.0,6790.0,764369.0,5679.0,214633.0,5967.0,108571.0,3949.0,64379.0,3302.0,41683.0,2288.0,205.0,133.0,15.0,25.0,Aguada Municipio,Fulton,72_003,13_121,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
15,3.0,13,135.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Georgia,Gwinnett County,741994.0,4070.0,620709.0,4696.0,121089.0,4457.0,68832.0,3363.0,34360.0,2175.0,17897.0,1752.0,196.0,257.0,16.0,25.0,Aguada Municipio,Gwinnett,72_003,13_135,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
16,3.0,17,31.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Illinois,Cook County,5236008.0,8026.0,4424233.0,10635.0,810967.0,11783.0,575364.0,10651.0,101344.0,4126.0,134259.0,4548.0,808.0,265.0,59.0,92.0,Aguada Municipio,Cook,72_003,17_031,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
17,3.0,25,25.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Massachusetts,Suffolk County,714122.0,4598.0,559410.0,4973.0,153654.0,5338.0,87295.0,4179.0,36873.0,2273.0,29486.0,1806.0,1058.0,298.0,73.0,87.0,Aguada Municipio,Suffolk,72_003,25_025,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
18,3.0,34,13.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,New Jersey,Essex County,766562.0,3421.0,657212.0,3910.0,108968.0,4255.0,67717.0,3316.0,21651.0,1445.0,19600.0,1925.0,382.0,220.0,33.0,54.0,Aguada Municipio,Essex,72_003,34_013,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
19,3.0,34,27.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,New Jersey,Morris County,481183.0,2271.0,436009.0,2509.0,45161.0,2184.0,19798.0,1771.0,11733.0,1102.0,13630.0,1199.0,13.0,16.0,7.0,13.0,Aguada Municipio,Morris,72_003,34_027,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
20,3.0,36,5.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,New York,Bronx County,1359477.0,4380.0,1195162.0,4701.0,162760.0,5004.0,99106.0,3908.0,34544.0,2122.0,29110.0,2096.0,1555.0,431.0,31.0,48.0,Aguada Municipio,Bronx,72_003,36_005,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
21,3.0,36,61.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,New York,New York County,1593537.0,4939.0,1354850.0,5600.0,236499.0,5309.0,114620.0,3715.0,55977.0,2711.0,65902.0,2278.0,2188.0,451.0,28.0,46.0,Aguada Municipio,New York,72_003,36_061,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
22,3.0,42,89.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Pennsylvania,Monroe County,161115.0,1533.0,144210.0,1673.0,16884.0,1539.0,7795.0,1116.0,5174.0,693.0,3915.0,688.0,21.0,35.0,21.0,35.0,Aguada Municipio,Monroe,72_003,42_089,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
23,3.0,48,99.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Texas,Coryell County,68790.0,2185.0,52552.0,1683.0,16134.0,1832.0,5168.0,939.0,6749.0,1320.0,4217.0,979.0,104.0,96.0,65.0,101.0,Aguada Municipio,Coryell,72_003,48_099,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
24,3.0,51,600.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Virginia,Fairfax city,33318.0,1367.0,19220.0,522.0,14053.0,1303.0,925.0,358.0,8954.0,991.0,4174.0,673.0,45.0,70.0,45.0,70.0,Aguada Municipio,Fairfax city,72_003,51_600,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
25,3.0,55,79.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Wisconsin,Milwaukee County,945026.0,3429.0,764375.0,4677.0,180287.0,4552.0,134924.0,4077.0,25448.0,1466.0,19915.0,1732.0,364.0,190.0,29.0,46.0,Aguada Municipio,Milwaukee,72_003,55_079,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
26,3.0,72,5.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,Aguadilla Municipio,64515.0,796.0,58541.0,955.0,5974.0,795.0,4564.0,745.0,1410.0,343.0,,,,,225.0,196.0,Aguada Municipio,Aguadilla Municipio,72_003,72_005,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
27,3.0,72,11.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,Añasco Municipio,29876.0,319.0,27983.0,540.0,1893.0,495.0,1294.0,440.0,599.0,213.0,,,,,11.0,17.0,Aguada Municipio,Añasco Municipio,72_003,72_011,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
28,3.0,72,99.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,Moca Municipio,42887.0,663.0,40092.0,771.0,2795.0,778.0,2009.0,708.0,786.0,338.0,,,,,71.0,89.0,Aguada Municipio,Moca Municipio,72_003,72_099,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
29,3.0,72,117.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,Rincón Municipio,16097.0,271.0,15486.0,239.0,611.0,208.0,218.0,134.0,393.0,201.0,,,,,13.0,20.0,Aguada Municipio,Rincón Municipio,72_003,72_117,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
30,3.0,72,125.0,Puerto Rico,Aguada Municipio,45222.0,147.0,42663.0,584.0,1988.0,550.0,1656.0,514.0,332.0,214.0,571.0,257.0,,,Puerto Rico,San Germán Municipio,37010.0,471.0,34249.0,580.0,2761.0,657.0,1850.0,546.0,911.0,311.0,,,,,12.0,19.0,Aguada Municipio,San Germán Municipio,72_003,72_125,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
31,5.0,04,13.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Arizona,Maricopa County,3722654.0,7682.0,2993298.0,11083.0,729328.0,10990.0,569170.0,9886.0,47055.0,2726.0,113103.0,4066.0,28.0,36.0,21.0,34.0,Aguadilla Municipio,Maricopa,72_005,04_013,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
32,5.0,06,59.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,California,Orange County,2935512.0,5997.0,2486770.0,8666.0,448604.0,8881.0,308826.0,7707.0,89401.0,4301.0,50377.0,2322.0,138.0,181.0,111.0,178.0,Aguadilla Municipio,Orange,72_005,06_059,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
33,5.0,06,65.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,California,Riverside County,1959883.0,5623.0,1644224.0,7910.0,315594.0,6985.0,217463.0,5782.0,63426.0,3013.0,34705.0,2595.0,65.0,62.0,14.0,22.0,Aguadilla Municipio,Riverside,72_005,06_065,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
34,5.0,06,73.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,California,San Diego County,2923461.0,6696.0,2402432.0,8152.0,520924.0,8429.0,363883.0,7418.0,63506.0,2853.0,93535.0,3351.0,105.0,79.0,48.0,60.0,Aguadilla Municipio,San Diego,72_005,06_073,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
35,5.0,10,3.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Delaware,New Castle County,512778.0,3039.0,436208.0,2947.0,76414.0,3178.0,53744.0,2543.0,2529.0,400.0,20141.0,1681.0,156.0,162.0,29.0,48.0,Aguadilla Municipio,New Castle,72_005,10_003,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
36,5.0,12,95.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Florida,Orange County,1048784.0,6112.0,820789.0,6357.0,225287.0,6074.0,137228.0,4701.0,51297.0,2986.0,36762.0,2247.0,2708.0,527.0,57.0,63.0,Aguadilla Municipio,Orange,72_005,12_095,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
37,5.0,13,51.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Georgia,Chatham County,247426.0,2163.0,205996.0,2207.0,41353.0,2311.0,21293.0,1637.0,8714.0,943.0,11346.0,1323.0,77.0,68.0,34.0,54.0,Aguadilla Municipio,Chatham,72_005,13_051,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
38,5.0,13,215.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Georgia,Muscogee County,174365.0,2534.0,137911.0,2378.0,36416.0,1979.0,21478.0,1413.0,5396.0,914.0,9542.0,1066.0,38.0,62.0,38.0,62.0,Aguadilla Municipio,Muscogee,72_005,13_215,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
39,5.0,24,17.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Maryland,Charles County,140639.0,1492.0,122823.0,1522.0,17798.0,1611.0,6844.0,1131.0,5391.0,929.0,5563.0,706.0,18.0,28.0,18.0,28.0,Aguadilla Municipio,Charles,72_005,24_017,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
40,5.0,34,11.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New Jersey,Cumberland County,152551.0,1387.0,133874.0,1745.0,18237.0,1707.0,11220.0,1328.0,3982.0,683.0,3035.0,631.0,440.0,258.0,13.0,21.0,Aguadilla Municipio,Cumberland,72_005,34_011,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
41,5.0,34,23.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New Jersey,Middlesex County,772880.0,3262.0,680278.0,3276.0,92337.0,3634.0,51273.0,2821.0,21122.0,1566.0,19942.0,1710.0,265.0,142.0,93.0,99.0,Aguadilla Municipio,Middlesex,72_005,34_023,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
42,5.0,35,1.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New Mexico,Bernalillo County,612170.0,2940.0,502137.0,3939.0,109975.0,4145.0,76033.0,3664.0,12846.0,1411.0,21096.0,1883.0,58.0,55.0,31.0,48.0,Aguadilla Municipio,Bernalillo,72_005,35_001,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
43,5.0,36,5.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,Bronx County,1359477.0,4380.0,1195162.0,4701.0,162760.0,5004.0,99106.0,3908.0,34544.0,2122.0,29110.0,2096.0,1555.0,431.0,123.0,121.0,Aguadilla Municipio,Bronx,72_005,36_005,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
44,5.0,36,47.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,Kings County,2544049.0,5627.0,2269307.0,5310.0,273424.0,6396.0,146802.0,4948.0,60165.0,3155.0,66457.0,2999.0,1318.0,315.0,167.0,123.0,Aguadilla Municipio,Kings,72_005,36_047,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
45,5.0,36,61.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,New York County,1593537.0,4939.0,1354850.0,5600.0,236499.0,5309.0,114620.0,3715.0,55977.0,2711.0,65902.0,2278.0,2188.0,451.0,33.0,51.0,Aguadilla Municipio,New York,72_005,36_061,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
46,5.0,36,67.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,Onondaga County,447534.0,2124.0,378093.0,2093.0,69297.0,2600.0,47722.0,2031.0,10483.0,870.0,11092.0,1126.0,144.0,130.0,53.0,80.0,Aguadilla Municipio,Onondaga,72_005,36_067,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
47,5.0,36,71.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,Orange County,368686.0,2487.0,326714.0,2615.0,41877.0,2593.0,24130.0,2056.0,8643.0,909.0,9104.0,1332.0,95.0,137.0,75.0,120.0,Aguadilla Municipio,Orange,72_005,36_071,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
48,5.0,36,119.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,New York,Westchester County,938349.0,3603.0,836843.0,4627.0,101333.0,4090.0,61873.0,3731.0,17728.0,1364.0,21732.0,1637.0,173.0,194.0,125.0,197.0,Aguadilla Municipio,Westchester,72_005,36_119,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
49,5.0,39,35.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Ohio,Cuyahoga County,1293569.0,3648.0,1086308.0,5493.0,206945.0,5453.0,149094.0,4666.0,32190.0,1908.0,25661.0,1848.0,316.0,222.0,97.0,125.0,Aguadilla Municipio,Cuyahoga,72_005,39_035,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
50,5.0,41,11.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Oregon,Coos County,62258.0,1098.0,49321.0,1135.0,12921.0,1284.0,8851.0,1022.0,2300.0,535.0,1770.0,532.0,16.0,24.0,16.0,24.0,Aguadilla Municipio,Coos,72_005,41_011,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
51,5.0,42,77.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Pennsylvania,Lehigh County,331348.0,2179.0,284402.0,2543.0,46781.0,2325.0,27467.0,1954.0,11701.0,1086.0,7613.0,986.0,165.0,129.0,14.0,22.0,Aguadilla Municipio,Lehigh,72_005,42_077,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
52,5.0,47,63.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Tennessee,Hamblen County,60897.0,1091.0,50532.0,1267.0,10352.0,1213.0,6670.0,1023.0,2583.0,586.0,1099.0,408.0,13.0,21.0,13.0,21.0,Aguadilla Municipio,Hamblen,72_005,47_063,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
53,5.0,51,810.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Virginia,Virginia Beach city,425270.0,3746.0,342575.0,3155.0,82553.0,3540.0,40305.0,2408.0,17218.0,1529.0,25030.0,1747.0,142.0,155.0,85.0,138.0,Aguadilla Municipio,Virginia Beach city,72_005,51_810,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
54,5.0,53,53.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Washington,Pierce County,746805.0,3938.0,601788.0,4619.0,144954.0,4410.0,97515.0,3589.0,22958.0,1752.0,24481.0,2021.0,63.0,101.0,63.0,101.0,Aguadilla Municipio,Pierce,72_005,53_053,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
55,5.0,55,79.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Wisconsin,Milwaukee County,945026.0,3429.0,764375.0,4677.0,180287.0,4552.0,134924.0,4077.0,25448.0,1466.0,19915.0,1732.0,364.0,190.0,41.0,67.0,Aguadilla Municipio,Milwaukee,72_005,55_079,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
56,5.0,72,3.0,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Puerto Rico,Aguada Municipio,45220.0,516.0,42663.0,584.0,2557.0,653.0,1656.0,514.0,901.0,375.0,,,,,136.0,114.0,Aguadilla Municipio,Aguada Municipio,72_005,72_003,inflow_05_09_Puerto Rico.csv,2005,2009,,,,,,,,,,
