,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,origin_movers_us_estimate,origin_col_11_moe,origin_movers_same_county_estimate,origin_col_13_moe,origin_movers_diff_county_same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,origin_movers_abroad_estimate,origin_col_19_moe,dest_state_name,dest_county_name,county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,dest_movers_us_estimate,dest_col_27_moe,dest_movers_same_county_estimate,dest_col_29_moe,dest_movers_diff_county_same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file,year_start,year_end
0,1.0,06,31.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,California,Kings County,138697.0,2067.0,114167.0,2395.0,24530.0,1974.0,14068.0,1756.0,7224.0,872.0,3238.0,674.0,,,11.0,17.0,Belknap,Kings,33_001,06_031,inflow_05_09_New Hampshire.csv,2005,2009
1,1.0,06,41.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,California,Marin County,239131.0,1948.0,207351.0,2047.0,31780.0,1852.0,17043.0,1407.0,10714.0,867.0,4023.0,656.0,,,62.0,70.0,Belknap,Marin,33_001,06_041,inflow_05_09_New Hampshire.csv,2005,2009
2,1.0,06,71.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,California,San Bernardino County,1936073.0,6307.0,1611008.0,8626.0,325003.0,8714.0,215908.0,6913.0,67794.0,3132.0,41301.0,2686.0,62.0,51.0,14.0,22.0,Belknap,San Bernardino,33_001,06_071,inflow_05_09_New Hampshire.csv,2005,2009
3,1.0,08,51.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Colorado,Gunnison County,14914.0,575.0,10569.0,555.0,4345.0,619.0,2462.0,484.0,945.0,339.0,938.0,323.0,,,10.0,16.0,Belknap,Gunnison,33_001,08_051,inflow_05_09_New Hampshire.csv,2005,2009
4,1.0,09,13.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Connecticut,Tolland County,142594.0,1568.0,122033.0,1292.0,20561.0,1645.0,11132.0,1240.0,6160.0,825.0,3269.0,521.0,,,11.0,19.0,Belknap,Tolland,33_001,09_013,inflow_05_09_New Hampshire.csv,2005,2009
5,1.0,12,9.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Florida,Brevard County,523789.0,3164.0,448165.0,3644.0,75557.0,3358.0,47486.0,2620.0,12529.0,1336.0,15542.0,1672.0,67.0,62.0,46.0,44.0,Belknap,Brevard,33_001,12_009,inflow_05_09_New Hampshire.csv,2005,2009
6,1.0,12,21.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Florida,Collier County,307752.0,1900.0,264246.0,2874.0,43485.0,2760.0,25967.0,2356.0,9093.0,1146.0,8425.0,1016.0,21.0,36.0,24.0,37.0,Belknap,Collier,33_001,12_021,inflow_05_09_New Hampshire.csv,2005,2009
7,1.0,12,71.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Florida,Lee County,550928.0,3617.0,464022.0,3948.0,86761.0,3476.0,59111.0,2646.0,11984.0,1222.0,15666.0,1291.0,145.0,108.0,26.0,38.0,Belknap,Lee,33_001,12_071,inflow_05_09_New Hampshire.csv,2005,2009
8,1.0,12,86.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Florida,Miami-Dade County,2432452.0,6426.0,2064866.0,7611.0,366130.0,8522.0,261685.0,6790.0,58861.0,3706.0,45584.0,2611.0,1456.0,360.0,16.0,26.0,Belknap,Miami-Dade,33_001,12_086,inflow_05_09_New Hampshire.csv,2005,2009
9,1.0,12,87.0,New Hampshire,Belknap County,60630.0,126.0,53709.0,942.0,6583.0,905.0,3911.0,633.0,1710.0,530.0,962.0,253.0,338.0,249.0,Florida,Monroe County,75107.0,1436.0,62066.0,1156.0,13041.0,1347.0,5689.0,823.0,3243.0,745.0,4109.0,821.0,,,6.0,8.0,Belknap,Monroe,33_001,12_087,inflow_05_09_New Hampshire.csv,2005,2009
