origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,origin_movers_us_estimate,origin_col_11_moe,origin_movers_same_county_estimate,origin_col_13_moe,origin_movers_diff_county_same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,origin_movers_abroad_estimate,origin_col_19_moe,dest_state_name,dest_county_name,county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,dest_movers_us_estimate,dest_col_27_moe,dest_movers_same_county_estimate,dest_col_29_moe,dest_movers_diff_county_same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file
12,053,54,001,Florida,Hernando County,164699,273,139351,1871,24392,1788,10351,1259,7531.0,1070.0,6510,1127,956.0,341.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,21,35,Hernando,Barbour,12_053,54_001,outflow_05_09_West Virginia.csv
12,081,54,001,Florida,Manatee County,308772,470,256496,2800,50617,2639,29423,2193,9871.0,969.0,11323,1408,1659.0,518.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,57,92,Manatee,Barbour,12_081,54_001,outflow_05_09_West Virginia.csv
12,101,54,001,Florida,Pasco County,448864,517,372440,3369,74499,3197,33225,2502,25591.0,1860.0,15683,1639,1925.0,543.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,24,39,Pasco,Barbour,12_101,54_001,outflow_05_09_West Virginia.csv
18,097,54,001,Indiana,Marion County,863989,790,684908,4421,173944,4347,125949,3877,29187.0,1666.0,18808,1314,5137.0,784.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,51,49,Marion,Barbour,18_097,54_001,outflow_05_09_West Virginia.csv
27,161,54,001,Minnesota,Waseca County,19010,111,16607,395,2401,410,1255,338,602.0,167.0,544,176,2.0,3.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,16,26,Waseca,Barbour,27_161,54_001,outflow_05_09_West Virginia.csv
39,007,54,001,Ohio,Ashtabula County,100518,155,85592,1381,14705,1346,9619,1082,3001.0,647.0,2085,568,221.0,135.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,10,18,Ashtabula,Barbour,39_007,54_001,outflow_05_09_West Virginia.csv
39,153,54,001,Ohio,Summit County,538403,443,477397,2477,59693,2461,40966,2133,13936.0,1140.0,4791,611,1313.0,396.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,12,19,Summit,Barbour,39_153,54_001,outflow_05_09_West Virginia.csv
42,021,54,001,Pennsylvania,Cambria County,143789,159,127394,1170,16182,1151,9696,1022,4611.0,648.0,1875,438,213.0,100.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,20,33,Cambria,Barbour,42_021,54_001,outflow_05_09_West Virginia.csv
42,027,54,001,Pennsylvania,Centre County,142980,203,100497,1389,40824,1345,17654,1265,15373.0,1251.0,7797,849,1659.0,346.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,44,68,Centre,Barbour,42_027,54_001,outflow_05_09_West Virginia.csv
42,059,54,001,Pennsylvania,Greene County,39154,84,33287,648,5821,667,2985,558,2254.0,442.0,582,192,46.0,51.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,28,44,Greene,Barbour,42_059,54_001,outflow_05_09_West Virginia.csv
42,091,54,001,Pennsylvania,Montgomery County,766908,455,677964,3280,85120,3295,43078,2232,27564.0,1579.0,14478,1148,3824.0,618.0,West Virginia,Barbour County,15654,477,13724,391,1930,390,841,244,672,240,417,199,,,26,42,Montgomery,Barbour,42_091,54_001,outflow_05_09_West Virginia.csv
