origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_or_united_states1_estimate,origin_col_11_moe,movers_within_same_municipio_county_estimate,origin_col_13_moe,movers_from_different_municipio_or_county__same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,movers_from_elsewhere2_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_of_residence_1_year_ago3_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_estimate,dest_col_27_moe,movers_within_same_municipio_estimate,dest_col_29_moe,movers_to_different_municipio_estimate,dest_col_31_moe,movers_in_county_to_county_flow_estimate,dest_col_33_moe,dest_col_34,dest_col_35,dest_col_36,dest_col_37,origin_county_name_clean,dest_county_name_clean,origin_location_key,dest_location_key,source_file
72,035,72,057,Puerto Rico,Cayey Municipio,46824.0,144.0,42266.0,802.0,4192.0,809.0,3192.0,666.0,1000.0,440.0,312.0,176.0,54.0,46.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,77.0,103.0,,,,,Cayey Municipio,Guayama Municipio,72_035,72_057,outflow_05_09_Puerto Rico.csv
72,061,72,057,Puerto Rico,Guaynabo Municipio,101679.0,209.0,93765.0,1073.0,6377.0,1011.0,2522.0,493.0,3855.0,792.0,1140.0,385.0,397.0,243.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,56.0,58.0,,,,,Guaynabo Municipio,Guayama Municipio,72_061,72_057,outflow_05_09_Puerto Rico.csv
72,073,72,057,Puerto Rico,Jayuya Municipio,18129.0,99.0,16665.0,455.0,1318.0,431.0,985.0,351.0,333.0,234.0,146.0,135.0,,,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,66.0,65.0,,,,,Jayuya Municipio,Guayama Municipio,72_073,72_057,outflow_05_09_Puerto Rico.csv
72,081,72,057,Puerto Rico,Lares Municipio,37356.0,112.0,34672.0,647.0,2423.0,620.0,1887.0,514.0,536.0,279.0,250.0,213.0,11.0,18.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,23.0,34.0,,,,,Lares Municipio,Guayama Municipio,72_081,72_057,outflow_05_09_Puerto Rico.csv
72,085,72,057,Puerto Rico,Las Piedras Municipio,38681.0,151.0,34607.0,689.0,3766.0,661.0,2125.0,593.0,1641.0,522.0,308.0,180.0,,,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,9.0,13.0,,,,,Las Piedras Municipio,Guayama Municipio,72_085,72_057,outflow_05_09_Puerto Rico.csv
72,097,72,057,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,37.0,36.0,,,,,Mayagüez Municipio,Guayama Municipio,72_097,72_057,outflow_05_09_Puerto Rico.csv
72,109,72,057,Puerto Rico,Patillas Municipio,19779.0,98.0,18559.0,348.0,982.0,346.0,744.0,321.0,238.0,115.0,219.0,129.0,19.0,31.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,54.0,59.0,,,,,Patillas Municipio,Guayama Municipio,72_109,72_057,outflow_05_09_Puerto Rico.csv
72,113,72,057,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,105.0,72.0,,,,,Ponce Municipio,Guayama Municipio,72_113,72_057,outflow_05_09_Puerto Rico.csv
72,119,72,057,Puerto Rico,Río Grande Municipio,55490.0,191.0,49041.0,938.0,5781.0,882.0,2509.0,659.0,3272.0,750.0,568.0,295.0,100.0,155.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,84.0,47.0,,,,,Río Grande Municipio,Guayama Municipio,72_119,72_057,outflow_05_09_Puerto Rico.csv
72,123,72,057,Puerto Rico,Salinas Municipio,31892.0,79.0,29486.0,546.0,1925.0,457.0,1505.0,403.0,420.0,254.0,471.0,235.0,10.0,15.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,44.0,51.0,,,,,Salinas Municipio,Guayama Municipio,72_123,72_057,outflow_05_09_Puerto Rico.csv
72,127,72,057,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,198.0,125.0,,,,,San Juan Municipio,Guayama Municipio,72_127,72_057,outflow_05_09_Puerto Rico.csv
72,129,72,057,Puerto Rico,San Lorenzo Municipio,43865.0,158.0,40712.0,625.0,2883.0,581.0,1780.0,503.0,1103.0,294.0,254.0,167.0,16.0,17.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,18.0,28.0,,,,,San Lorenzo Municipio,Guayama Municipio,72_129,72_057,outflow_05_09_Puerto Rico.csv
72,133,72,057,Puerto Rico,Santa Isabel Municipio,22619.0,84.0,21033.0,435.0,1400.0,436.0,916.0,353.0,484.0,227.0,178.0,161.0,8.0,13.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,1.0,127.0,,,,,Santa Isabel Municipio,Guayama Municipio,72_133,72_057,outflow_05_09_Puerto Rico.csv
72,135,72,057,Puerto Rico,Toa Alta Municipio,78628.0,215.0,75384.0,876.0,3042.0,802.0,1191.0,460.0,1851.0,692.0,174.0,119.0,28.0,23.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,68.0,118.0,,,,,Toa Alta Municipio,Guayama Municipio,72_135,72_057,outflow_05_09_Puerto Rico.csv
72,137,72,057,Puerto Rico,Toa Baja Municipio,93804.0,223.0,87046.0,890.0,6162.0,856.0,3287.0,697.0,2875.0,595.0,560.0,264.0,36.0,55.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,45.0,57.0,,,,,Toa Baja Municipio,Guayama Municipio,72_137,72_057,outflow_05_09_Puerto Rico.csv
72,139,72,057,Puerto Rico,Trujillo Alto Municipio,85012.0,163.0,76648.0,1053.0,7234.0,930.0,3230.0,688.0,4004.0,733.0,1013.0,381.0,117.0,97.0,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,151.0,237.0,,,,,Trujillo Alto Municipio,Guayama Municipio,72_139,72_057,outflow_05_09_Puerto Rico.csv
72,149,72,057,Puerto Rico,Villalba Municipio,29703.0,125.0,27057.0,682.0,2141.0,618.0,1569.0,535.0,572.0,290.0,505.0,298.0,,,Puerto Rico,Guayama Municipio,44857.0,657.0,41322.0,756.0,3535.0,718.0,1954.0,499.0,1581.0,435.0,27.0,41.0,,,,,Villalba Municipio,Guayama Municipio,72_149,72_057,outflow_05_09_Puerto Rico.csv
72,031,72,059,Puerto Rico,Carolina Municipio,185139.0,265.0,167725.0,1433.0,15572.0,1385.0,9516.0,1026.0,6056.0,793.0,1490.0,389.0,352.0,163.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,8.0,13.0,,,,,Carolina Municipio,Guayanilla Municipio,72_031,72_059,outflow_05_09_Puerto Rico.csv
72,055,72,059,Puerto Rico,Guánica Municipio,22574.0,77.0,21140.0,419.0,1310.0,416.0,945.0,352.0,365.0,184.0,124.0,77.0,,,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,81.0,90.0,,,,,Guánica Municipio,Guayanilla Municipio,72_055,72_059,outflow_05_09_Puerto Rico.csv
72,069,72,059,Puerto Rico,Humacao Municipio,59966.0,171.0,55358.0,749.0,4125.0,683.0,2360.0,515.0,1765.0,499.0,389.0,199.0,94.0,76.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,21.0,32.0,,,,,Humacao Municipio,Guayanilla Municipio,72_069,72_059,outflow_05_09_Puerto Rico.csv
72,073,72,059,Puerto Rico,Jayuya Municipio,18129.0,99.0,16665.0,455.0,1318.0,431.0,985.0,351.0,333.0,234.0,146.0,135.0,,,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,21.0,35.0,,,,,Jayuya Municipio,Guayanilla Municipio,72_073,72_059,outflow_05_09_Puerto Rico.csv
72,097,72,059,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,26.0,33.0,,,,,Mayagüez Municipio,Guayanilla Municipio,72_097,72_059,outflow_05_09_Puerto Rico.csv
72,111,72,059,Puerto Rico,Peñuelas Municipio,28961.0,99.0,27135.0,544.0,1741.0,545.0,1351.0,453.0,390.0,302.0,79.0,82.0,6.0,11.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,75.0,118.0,,,,,Peñuelas Municipio,Guayanilla Municipio,72_111,72_059,outflow_05_09_Puerto Rico.csv
72,113,72,059,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,145.0,96.0,,,,,Ponce Municipio,Guayanilla Municipio,72_113,72_059,outflow_05_09_Puerto Rico.csv
72,153,72,059,Puerto Rico,Yauco Municipio,47746.0,123.0,44375.0,634.0,2760.0,594.0,2200.0,543.0,560.0,249.0,559.0,287.0,52.0,72.0,Puerto Rico,Guayanilla Municipio,23407.0,383.0,22123.0,340.0,1284.0,322.0,756.0,266.0,528.0,205.0,151.0,124.0,,,,,Yauco Municipio,Guayanilla Municipio,72_153,72_059,outflow_05_09_Puerto Rico.csv
72,005,72,061,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,14.0,23.0,,,,,Aguadilla Municipio,Guaynabo Municipio,72_005,72_061,outflow_05_09_Puerto Rico.csv
72,013,72,061,Puerto Rico,Arecibo Municipio,101416.0,241.0,93186.0,1249.0,7337.0,1107.0,4738.0,940.0,2599.0,567.0,876.0,310.0,17.0,27.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,41.0,50.0,,,,,Arecibo Municipio,Guaynabo Municipio,72_013,72_061,outflow_05_09_Puerto Rico.csv
72,021,72,061,Puerto Rico,Bayamón Municipio,218415.0,278.0,196841.0,1398.0,19372.0,1322.0,10625.0,928.0,8747.0,867.0,1942.0,405.0,260.0,152.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,752.0,238.0,,,,,Bayamón Municipio,Guaynabo Municipio,72_021,72_061,outflow_05_09_Puerto Rico.csv
72,025,72,061,Puerto Rico,Caguas Municipio,141357.0,220.0,129604.0,1129.0,10775.0,1085.0,7447.0,1003.0,3328.0,715.0,793.0,293.0,185.0,124.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,120.0,126.0,,,,,Caguas Municipio,Guaynabo Municipio,72_025,72_061,outflow_05_09_Puerto Rico.csv
72,029,72,061,Puerto Rico,Canóvanas Municipio,46503.0,208.0,42639.0,722.0,3544.0,705.0,1768.0,512.0,1776.0,477.0,197.0,106.0,123.0,198.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,24.0,37.0,,,,,Canóvanas Municipio,Guaynabo Municipio,72_029,72_061,outflow_05_09_Puerto Rico.csv
72,031,72,061,Puerto Rico,Carolina Municipio,185139.0,265.0,167725.0,1433.0,15572.0,1385.0,9516.0,1026.0,6056.0,793.0,1490.0,389.0,352.0,163.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,277.0,168.0,,,,,Carolina Municipio,Guaynabo Municipio,72_031,72_061,outflow_05_09_Puerto Rico.csv
72,033,72,061,Puerto Rico,Cataño Municipio,26352.0,85.0,24448.0,446.0,1838.0,440.0,1065.0,407.0,773.0,270.0,58.0,51.0,8.0,12.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,108.0,89.0,,,,,Cataño Municipio,Guaynabo Municipio,72_033,72_061,outflow_05_09_Puerto Rico.csv
72,037,72,061,Puerto Rico,Ceiba Municipio,17658.0,80.0,15811.0,609.0,1458.0,578.0,990.0,501.0,468.0,220.0,292.0,188.0,97.0,104.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,42.0,65.0,,,,,Ceiba Municipio,Guaynabo Municipio,72_037,72_061,outflow_05_09_Puerto Rico.csv
72,041,72,061,Puerto Rico,Cidra Municipio,47371.0,172.0,42528.0,843.0,4251.0,827.0,2671.0,604.0,1580.0,496.0,580.0,249.0,12.0,20.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,64.0,89.0,,,,,Cidra Municipio,Guaynabo Municipio,72_041,72_061,outflow_05_09_Puerto Rico.csv
72,045,72,061,Puerto Rico,Comerío Municipio,19175.0,77.0,18734.0,205.0,427.0,186.0,375.0,177.0,52.0,53.0,14.0,15.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,26.0,41.0,,,,,Comerío Municipio,Guaynabo Municipio,72_045,72_061,outflow_05_09_Puerto Rico.csv
72,051,72,061,Puerto Rico,Dorado Municipio,35746.0,148.0,34561.0,357.0,1027.0,320.0,520.0,260.0,507.0,193.0,108.0,62.0,50.0,51.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,15.0,24.0,,,,,Dorado Municipio,Guaynabo Municipio,72_051,72_061,outflow_05_09_Puerto Rico.csv
72,057,72,061,Puerto Rico,Guayama Municipio,44836.0,127.0,41322.0,756.0,2952.0,636.0,1954.0,499.0,998.0,386.0,562.0,280.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,20.0,32.0,,,,,Guayama Municipio,Guaynabo Municipio,72_057,72_061,outflow_05_09_Puerto Rico.csv
72,063,72,061,Puerto Rico,Gurabo Municipio,42247.0,166.0,39511.0,633.0,2477.0,575.0,1378.0,505.0,1099.0,350.0,259.0,133.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,145.0,207.0,,,,,Gurabo Municipio,Guaynabo Municipio,72_063,72_061,outflow_05_09_Puerto Rico.csv
72,079,72,061,Puerto Rico,Lajas Municipio,27515.0,112.0,25979.0,414.0,1294.0,367.0,1145.0,354.0,149.0,91.0,242.0,204.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,14.0,23.0,,,,,Lajas Municipio,Guaynabo Municipio,72_079,72_061,outflow_05_09_Puerto Rico.csv
72,087,72,061,Puerto Rico,Loíza Municipio,33285.0,86.0,31025.0,537.0,2097.0,518.0,1107.0,363.0,990.0,361.0,140.0,96.0,23.0,26.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,11.0,18.0,,,,,Loíza Municipio,Guaynabo Municipio,72_087,72_061,outflow_05_09_Puerto Rico.csv
72,089,72,061,Puerto Rico,Luquillo Municipio,20403.0,66.0,17982.0,486.0,2028.0,442.0,847.0,311.0,1181.0,377.0,340.0,190.0,53.0,52.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,13.0,22.0,,,,,Luquillo Municipio,Guaynabo Municipio,72_089,72_061,outflow_05_09_Puerto Rico.csv
72,097,72,061,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,16.0,25.0,,,,,Mayagüez Municipio,Guaynabo Municipio,72_097,72_061,outflow_05_09_Puerto Rico.csv
72,101,72,061,Puerto Rico,Morovis Municipio,32188.0,161.0,30890.0,539.0,1101.0,485.0,541.0,360.0,560.0,307.0,197.0,192.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,14.0,25.0,,,,,Morovis Municipio,Guaynabo Municipio,72_101,72_061,outflow_05_09_Puerto Rico.csv
72,107,72,061,Puerto Rico,Orocovis Municipio,24587.0,85.0,22631.0,458.0,1632.0,383.0,1244.0,349.0,388.0,188.0,272.0,169.0,52.0,83.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,78.0,119.0,,,,,Orocovis Municipio,Guaynabo Municipio,72_107,72_061,outflow_05_09_Puerto Rico.csv
72,113,72,061,Puerto Rico,Ponce Municipio,178070.0,278.0,158364.0,1532.0,16871.0,1366.0,12915.0,1260.0,3956.0,578.0,2397.0,494.0,438.0,237.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,28.0,32.0,,,,,Ponce Municipio,Guaynabo Municipio,72_113,72_061,outflow_05_09_Puerto Rico.csv
72,123,72,061,Puerto Rico,Salinas Municipio,31892.0,79.0,29486.0,546.0,1925.0,457.0,1505.0,403.0,420.0,254.0,471.0,235.0,10.0,15.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,7.0,11.0,,,,,Salinas Municipio,Guaynabo Municipio,72_123,72_061,outflow_05_09_Puerto Rico.csv
72,127,72,061,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,1275.0,306.0,,,,,San Juan Municipio,Guaynabo Municipio,72_127,72_061,outflow_05_09_Puerto Rico.csv
72,129,72,061,Puerto Rico,San Lorenzo Municipio,43865.0,158.0,40712.0,625.0,2883.0,581.0,1780.0,503.0,1103.0,294.0,254.0,167.0,16.0,17.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,201.0,192.0,,,,,San Lorenzo Municipio,Guaynabo Municipio,72_129,72_061,outflow_05_09_Puerto Rico.csv
72,135,72,061,Puerto Rico,Toa Alta Municipio,78628.0,215.0,75384.0,876.0,3042.0,802.0,1191.0,460.0,1851.0,692.0,174.0,119.0,28.0,23.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,41.0,63.0,,,,,Toa Alta Municipio,Guaynabo Municipio,72_135,72_061,outflow_05_09_Puerto Rico.csv
72,137,72,061,Puerto Rico,Toa Baja Municipio,93804.0,223.0,87046.0,890.0,6162.0,856.0,3287.0,697.0,2875.0,595.0,560.0,264.0,36.0,55.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,272.0,151.0,,,,,Toa Baja Municipio,Guaynabo Municipio,72_137,72_061,outflow_05_09_Puerto Rico.csv
72,139,72,061,Puerto Rico,Trujillo Alto Municipio,85012.0,163.0,76648.0,1053.0,7234.0,930.0,3230.0,688.0,4004.0,733.0,1013.0,381.0,117.0,97.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,147.0,90.0,,,,,Trujillo Alto Municipio,Guaynabo Municipio,72_139,72_061,outflow_05_09_Puerto Rico.csv
72,143,72,061,Puerto Rico,Vega Alta Municipio,39049.0,131.0,37280.0,405.0,1582.0,398.0,368.0,153.0,1214.0,362.0,175.0,105.0,12.0,18.0,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,15.0,26.0,,,,,Vega Alta Municipio,Guaynabo Municipio,72_143,72_061,outflow_05_09_Puerto Rico.csv
72,149,72,061,Puerto Rico,Villalba Municipio,29703.0,125.0,27057.0,682.0,2141.0,618.0,1569.0,535.0,572.0,290.0,505.0,298.0,,,Puerto Rico,Guaynabo Municipio,100083.0,1010.0,93765.0,1073.0,6318.0,778.0,2522.0,493.0,3796.0,688.0,16.0,24.0,,,,,Villalba Municipio,Guaynabo Municipio,72_149,72_061,outflow_05_09_Puerto Rico.csv
72,005,72,063,Puerto Rico,Aguadilla Municipio,66521.0,187.0,58541.0,955.0,6463.0,875.0,4564.0,745.0,1899.0,453.0,1412.0,518.0,105.0,99.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,20.0,34.0,,,,,Aguadilla Municipio,Gurabo Municipio,72_005,72_063,outflow_05_09_Puerto Rico.csv
72,009,72,063,Puerto Rico,Aibonito Municipio,26722.0,122.0,25422.0,369.0,1170.0,333.0,889.0,302.0,281.0,174.0,130.0,112.0,,,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,17.0,25.0,,,,,Aibonito Municipio,Gurabo Municipio,72_009,72_063,outflow_05_09_Puerto Rico.csv
72,021,72,063,Puerto Rico,Bayamón Municipio,218415.0,278.0,196841.0,1398.0,19372.0,1322.0,10625.0,928.0,8747.0,867.0,1942.0,405.0,260.0,152.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,36.0,37.0,,,,,Bayamón Municipio,Gurabo Municipio,72_021,72_063,outflow_05_09_Puerto Rico.csv
72,025,72,063,Puerto Rico,Caguas Municipio,141357.0,220.0,129604.0,1129.0,10775.0,1085.0,7447.0,1003.0,3328.0,715.0,793.0,293.0,185.0,124.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,190.0,159.0,,,,,Caguas Municipio,Gurabo Municipio,72_025,72_063,outflow_05_09_Puerto Rico.csv
72,033,72,063,Puerto Rico,Cataño Municipio,26352.0,85.0,24448.0,446.0,1838.0,440.0,1065.0,407.0,773.0,270.0,58.0,51.0,8.0,12.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,63.0,99.0,,,,,Cataño Municipio,Gurabo Municipio,72_033,72_063,outflow_05_09_Puerto Rico.csv
72,035,72,063,Puerto Rico,Cayey Municipio,46824.0,144.0,42266.0,802.0,4192.0,809.0,3192.0,666.0,1000.0,440.0,312.0,176.0,54.0,46.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,10.0,18.0,,,,,Cayey Municipio,Gurabo Municipio,72_035,72_063,outflow_05_09_Puerto Rico.csv
72,037,72,063,Puerto Rico,Ceiba Municipio,17658.0,80.0,15811.0,609.0,1458.0,578.0,990.0,501.0,468.0,220.0,292.0,188.0,97.0,104.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,40.0,62.0,,,,,Ceiba Municipio,Gurabo Municipio,72_037,72_063,outflow_05_09_Puerto Rico.csv
72,069,72,063,Puerto Rico,Humacao Municipio,59966.0,171.0,55358.0,749.0,4125.0,683.0,2360.0,515.0,1765.0,499.0,389.0,199.0,94.0,76.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,139.0,161.0,,,,,Humacao Municipio,Gurabo Municipio,72_069,72_063,outflow_05_09_Puerto Rico.csv
72,077,72,063,Puerto Rico,Juncos Municipio,40166.0,163.0,38075.0,623.0,1727.0,487.0,1233.0,425.0,494.0,272.0,364.0,314.0,,,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,56.0,62.0,,,,,Juncos Municipio,Gurabo Municipio,72_077,72_063,outflow_05_09_Puerto Rico.csv
72,097,72,063,Puerto Rico,Mayagüez Municipio,92755.0,181.0,83516.0,993.0,7973.0,941.0,5129.0,841.0,2844.0,518.0,985.0,348.0,281.0,142.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,24.0,37.0,,,,,Mayagüez Municipio,Gurabo Municipio,72_097,72_063,outflow_05_09_Puerto Rico.csv
72,127,72,063,Puerto Rico,San Juan Municipio,419840.0,413.0,368481.0,2301.0,45456.0,2127.0,30902.0,1756.0,14554.0,1220.0,3799.0,652.0,2104.0,387.0,Puerto Rico,Gurabo Municipio,41816.0,498.0,39511.0,633.0,2305.0,548.0,1378.0,505.0,927.0,324.0,224.0,178.0,,,,,San Juan Municipio,Gurabo Municipio,72_127,72_063,outflow_05_09_Puerto Rico.csv
