origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,municipio_county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,movers_within_puerto_rico_or_united_states1_estimate,origin_col_11_moe,movers_within_same_municipio_county_estimate,origin_col_13_moe,movers_from_different_municipio_or_county__same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,movers_from_elsewhere2_estimate,origin_col_19_moe,dest_state_name,dest_county_name,municipio_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,movers_within_puerto_rico_estimate,dest_col_27_moe,movers_within_same_municipio_estimate,dest_col_29_moe,movers_to_different_municipio_estimate,dest_col_31_moe,movers_to_united_state_estimate,dest_col_33_moe,movers_in_county_to_county_flow_estimate,dest_col_35_moe,dest_col_36,dest_col_37,origin_county_name_clean,dest_county_name_clean,source_file
009,003,072,001,Connecticut,Hartford County,886422.0,598.0,776000.0,3231.0,105283.0,3254.0,72374.0,2840.0,15527.0,1009.0,17382.0,1451.0,5139.0,719.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,25.0,44.0,,,Hartford,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
021,093,072,001,Kentucky,Hardin County,104558.0,258.0,81016.0,1697.0,21876.0,1707.0,9980.0,1198.0,3275.0,637.0,8621.0,1243.0,1666.0,485.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,45.0,71.0,,,Hardin,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
034,011,072,001,New Jersey,Cumberland County,155051.0,303.0,136499.0,1359.0,17774.0,1254.0,10996.0,929.0,5215.0,687.0,1563.0,368.0,778.0,333.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,2.0,3.0,,,Cumberland,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
036,085,072,001,New York,Richmond County,465145.0,464.0,436798.0,2003.0,27226.0,1987.0,16662.0,1625.0,7589.0,1090.0,2975.0,564.0,1121.0,273.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,12.0,19.0,,,Richmond,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,005,072,001,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,6.0,10.0,,,Aguadilla Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,021,072,001,Puerto Rico,Bayamón Municipio,203000.0,250.0,187031.0,1296.0,14653.0,1172.0,7971.0,995.0,6682.0,771.0,1224.0,257.0,92.0,48.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,5.0,9.0,,,Bayamón Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,025,072,001,Puerto Rico,Caguas Municipio,140020.0,211.0,128808.0,1189.0,10219.0,1140.0,5844.0,862.0,4375.0,679.0,849.0,314.0,144.0,79.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,26.0,29.0,,,Caguas Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,031,072,001,Puerto Rico,Carolina Municipio,172310.0,252.0,155948.0,1439.0,14455.0,1249.0,8685.0,1015.0,5770.0,822.0,1524.0,425.0,383.0,200.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,13.0,20.0,,,Carolina Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,043,072,001,Puerto Rico,Coamo Municipio,40002.0,163.0,37594.0,561.0,2257.0,567.0,1668.0,508.0,589.0,245.0,123.0,84.0,28.0,45.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,9.0,15.0,,,Coamo Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,063,072,001,Puerto Rico,Gurabo Municipio,45664.0,158.0,41813.0,747.0,3601.0,682.0,1629.0,510.0,1972.0,536.0,250.0,173.0,,,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,25.0,30.0,,,Gurabo Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,091,072,001,Puerto Rico,Manatí Municipio,42978.0,159.0,39659.0,814.0,2991.0,785.0,1852.0,503.0,1139.0,515.0,309.0,226.0,19.0,30.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,19.0,31.0,,,Manatí Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,097,072,001,Puerto Rico,Mayagüez Municipio,86457.0,161.0,76979.0,904.0,8595.0,855.0,5014.0,712.0,3581.0,564.0,759.0,286.0,124.0,102.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,79.0,126.0,,,Mayagüez Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,113,072,001,Puerto Rico,Ponce Municipio,161221.0,217.0,145236.0,1148.0,13925.0,1133.0,10091.0,1022.0,3834.0,613.0,1824.0,487.0,236.0,166.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,127.0,112.0,,,Ponce Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,127,072,001,Puerto Rico,San Juan Municipio,383291.0,362.0,338118.0,2156.0,39941.0,2119.0,25827.0,1499.0,14114.0,1379.0,3451.0,569.0,1781.0,361.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,15.0,20.0,,,San Juan Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,141,072,001,Puerto Rico,Utuado Municipio,32254.0,107.0,30453.0,461.0,1524.0,416.0,1146.0,335.0,378.0,201.0,261.0,174.0,16.0,18.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,67.0,106.0,,,Utuado Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
072,145,072,001,Puerto Rico,Vega Baja Municipio,58042.0,189.0,56738.0,369.0,982.0,265.0,512.0,202.0,470.0,202.0,294.0,176.0,28.0,37.0,Puerto Rico,Adjuntas Municipio,19422.0,303.0,18210.0,293.0,1128.0,346.0,700.0,234.0,428.0,215.0,84.0,95.0,37.0,58.0,,,Vega Baja Municipio,Adjuntas Municipio,outflow_09_13_Puerto Rico.csv
004,013,072,003,Arizona,Maricopa County,3835677.0,1696.0,3067321.0,12603.0,743278.0,12614.0,574235.0,11769.0,39795.0,2829.0,129248.0,4343.0,25078.0,2110.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,9.0,11.0,,,Maricopa,Aguada Municipio,outflow_09_13_Puerto Rico.csv
004,019,072,003,Arizona,Pima County,975179.0,717.0,775890.0,4373.0,192663.0,4533.0,142315.0,4181.0,18199.0,1693.0,32149.0,1849.0,6626.0,788.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,6.0,11.0,,,Pima,Aguada Municipio,outflow_09_13_Puerto Rico.csv
009,009,072,003,Connecticut,New Haven County,854558.0,677.0,752383.0,3446.0,97192.0,3332.0,67719.0,2871.0,13431.0,1139.0,16042.0,1276.0,4983.0,766.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,9.0,14.0,,,New Haven,Aguada Municipio,outflow_09_13_Puerto Rico.csv
009,011,072,003,Connecticut,New London County,271492.0,290.0,231363.0,1929.0,38691.0,1898.0,21642.0,1617.0,6264.0,723.0,10785.0,1095.0,1438.0,359.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,45.0,69.0,,,New London,Aguada Municipio,outflow_09_13_Puerto Rico.csv
012,031,072,003,Florida,Duval County,861064.0,876.0,701541.0,5300.0,155152.0,5136.0,107536.0,4418.0,22667.0,2037.0,24949.0,1980.0,4371.0,937.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,35.0,50.0,,,Duval,Aguada Municipio,outflow_09_13_Puerto Rico.csv
013,135,072,003,Georgia,Gwinnett County,815013.0,819.0,694587.0,4682.0,115013.0,4529.0,67533.0,3823.0,27597.0,2464.0,19883.0,1990.0,5413.0,892.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,10.0,15.0,,,Gwinnett,Aguada Municipio,outflow_09_13_Puerto Rico.csv
013,199,072,003,Georgia,Meriwether County,21380.0,130.0,18030.0,599.0,3344.0,588.0,1662.0,508.0,1614.0,418.0,68.0,51.0,6.0,7.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,3.0,5.0,,,Meriwether,Aguada Municipio,outflow_09_13_Puerto Rico.csv
034,027,072,003,New Jersey,Morris County,490783.0,415.0,452507.0,2050.0,35501.0,1957.0,17395.0,1541.0,11357.0,1229.0,6749.0,866.0,2775.0,535.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,12.0,19.0,,,Morris,Aguada Municipio,outflow_09_13_Puerto Rico.csv
037,051,072,003,North Carolina,Cumberland County,316609.0,430.0,243389.0,2379.0,67254.0,2373.0,37442.0,1992.0,8895.0,905.0,20917.0,1419.0,5966.0,633.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,43.0,64.0,,,Cumberland,Aguada Municipio,outflow_09_13_Puerto Rico.csv
037,081,072,003,North Carolina,Guilford County,488653.0,551.0,416065.0,2840.0,70156.0,2598.0,43700.0,2269.0,15347.0,1220.0,11109.0,1058.0,2432.0,573.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,25.0,48.0,,,Guilford,Aguada Municipio,outflow_09_13_Puerto Rico.csv
037,133,072,003,North Carolina,Onslow County,175732.0,479.0,129248.0,2256.0,41903.0,2193.0,18686.0,1571.0,4542.0,1077.0,18675.0,1434.0,4581.0,732.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,13.0,21.0,,,Onslow,Aguada Municipio,outflow_09_13_Puerto Rico.csv
039,049,072,003,Ohio,Franklin County,1165314.0,772.0,936903.0,4535.0,220729.0,4397.0,158589.0,3876.0,37434.0,2227.0,24706.0,1737.0,7682.0,899.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,18.0,29.0,,,Franklin,Aguada Municipio,outflow_09_13_Puerto Rico.csv
041,015,072,003,Oregon,Curry County,22253.0,96.0,18790.0,723.0,3368.0,697.0,1493.0,542.0,431.0,172.0,1444.0,433.0,95.0,74.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,50.0,77.0,,,Curry,Aguada Municipio,outflow_09_13_Puerto Rico.csv
042,067,072,003,Pennsylvania,Juniata County,24479.0,65.0,22419.0,403.0,1972.0,394.0,1441.0,373.0,428.0,112.0,103.0,48.0,88.0,88.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,32.0,47.0,,,Juniata,Aguada Municipio,outflow_09_13_Puerto Rico.csv
048,113,072,003,Texas,Dallas County,2377637.0,1365.0,1962628.0,6990.0,397017.0,6771.0,288472.0,5613.0,68286.0,2761.0,40259.0,1923.0,17992.0,1481.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,85.0,108.0,,,Dallas,Aguada Municipio,outflow_09_13_Puerto Rico.csv
048,355,072,003,Texas,Nueces County,339763.0,517.0,272222.0,3083.0,65907.0,3035.0,43723.0,2263.0,15277.0,1655.0,6907.0,1106.0,1634.0,433.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,77.0,113.0,,,Nueces,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,005,072,003,Puerto Rico,Aguadilla Municipio,59302.0,220.0,54113.0,824.0,4360.0,707.0,2793.0,578.0,1567.0,412.0,688.0,299.0,141.0,91.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,104.0,79.0,,,Aguadilla Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,007,072,003,Puerto Rico,Aguas Buenas Municipio,28240.0,85.0,27726.0,246.0,456.0,214.0,367.0,209.0,89.0,62.0,42.0,39.0,16.0,24.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,11.0,18.0,,,Aguas Buenas Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,011,072,003,Puerto Rico,Añasco Municipio,28830.0,114.0,27640.0,342.0,1032.0,306.0,696.0,307.0,336.0,157.0,158.0,108.0,,,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,28.0,45.0,,,Añasco Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,013,072,003,Puerto Rico,Arecibo Municipio,94324.0,206.0,87441.0,840.0,6439.0,830.0,4131.0,754.0,2308.0,452.0,423.0,210.0,21.0,25.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,25.0,30.0,,,Arecibo Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,021,072,003,Puerto Rico,Bayamón Municipio,203000.0,250.0,187031.0,1296.0,14653.0,1172.0,7971.0,995.0,6682.0,771.0,1224.0,257.0,92.0,48.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,5.0,10.0,,,Bayamón Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,023,072,003,Puerto Rico,Cabo Rojo Municipio,50658.0,111.0,49961.0,288.0,659.0,245.0,316.0,143.0,343.0,195.0,34.0,53.0,4.0,11.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,8.0,13.0,,,Cabo Rojo Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,035,072,003,Puerto Rico,Cayey Municipio,47210.0,126.0,42782.0,838.0,4125.0,799.0,2702.0,699.0,1423.0,401.0,240.0,161.0,63.0,58.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,3.0,7.0,,,Cayey Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,051,072,003,Puerto Rico,Dorado Municipio,37973.0,108.0,36461.0,474.0,1171.0,408.0,354.0,203.0,817.0,393.0,292.0,226.0,49.0,48.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,1.0,3.0,,,Dorado Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,075,072,003,Puerto Rico,Juana Díaz Municipio,49905.0,163.0,47359.0,615.0,2064.0,510.0,1034.0,331.0,1030.0,341.0,465.0,235.0,17.0,27.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,1.0,3.0,,,Juana Díaz Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,089,072,003,Puerto Rico,Luquillo Municipio,19702.0,88.0,17259.0,577.0,1954.0,515.0,889.0,327.0,1065.0,437.0,479.0,231.0,10.0,15.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,14.0,23.0,,,Luquillo Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,097,072,003,Puerto Rico,Mayagüez Municipio,86457.0,161.0,76979.0,904.0,8595.0,855.0,5014.0,712.0,3581.0,564.0,759.0,286.0,124.0,102.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,65.0,57.0,,,Mayagüez Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,099,072,003,Puerto Rico,Moca Municipio,39159.0,176.0,36243.0,754.0,2602.0,644.0,1826.0,561.0,776.0,339.0,292.0,264.0,22.0,36.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,132.0,118.0,,,Moca Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,119,072,003,Puerto Rico,Río Grande Municipio,53488.0,139.0,48014.0,888.0,5144.0,817.0,2269.0,638.0,2875.0,599.0,323.0,225.0,7.0,12.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,10.0,12.0,,,Río Grande Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,121,072,003,Puerto Rico,Sabana Grande Municipio,24675.0,128.0,23973.0,323.0,643.0,266.0,342.0,168.0,301.0,183.0,47.0,40.0,12.0,19.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,1.0,2.0,,,Sabana Grande Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,127,072,003,Puerto Rico,San Juan Municipio,383291.0,362.0,338118.0,2156.0,39941.0,2119.0,25827.0,1499.0,14114.0,1379.0,3451.0,569.0,1781.0,361.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,45.0,37.0,,,San Juan Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,131,072,003,Puerto Rico,San Sebastián Municipio,41482.0,117.0,38672.0,585.0,2234.0,602.0,1689.0,543.0,545.0,243.0,560.0,258.0,16.0,25.0,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,28.0,46.0,,,San Sebastián Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
072,151,072,003,Puerto Rico,Yabucoa Municipio,37034.0,97.0,34275.0,551.0,2167.0,538.0,1560.0,489.0,607.0,208.0,592.0,268.0,,,Puerto Rico,Aguada Municipio,41278.0,420.0,39425.0,473.0,1381.0,363.0,885.0,317.0,496.0,177.0,472.0,212.0,15.0,25.0,,,Yabucoa Municipio,Aguada Municipio,outflow_09_13_Puerto Rico.csv
009,003,072,005,Connecticut,Hartford County,886422.0,598.0,776000.0,3231.0,105283.0,3254.0,72374.0,2840.0,15527.0,1009.0,17382.0,1451.0,5139.0,719.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,58.0,66.0,,,Hartford,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
009,015,072,005,Connecticut,Windham County,117171.0,174.0,101693.0,1313.0,15050.0,1315.0,7960.0,988.0,4697.0,737.0,2393.0,625.0,428.0,277.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,23.0,36.0,,,Windham,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
012,031,072,005,Florida,Duval County,861064.0,876.0,701541.0,5300.0,155152.0,5136.0,107536.0,4418.0,22667.0,2037.0,24949.0,1980.0,4371.0,937.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,20.0,33.0,,,Duval,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
012,057,072,005,Florida,Hillsborough County,1243653.0,858.0,1015779.0,5527.0,216526.0,5528.0,150436.0,4474.0,34001.0,2036.0,32089.0,2291.0,11348.0,1148.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,45.0,65.0,,,Hillsborough,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
012,069,072,005,Florida,Lake County,297513.0,516.0,253171.0,2752.0,43682.0,2644.0,24700.0,2301.0,10433.0,1214.0,8549.0,1116.0,660.0,366.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,6.0,11.0,,,Lake,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
012,097,072,005,Florida,Osceola County,275739.0,579.0,235429.0,3296.0,37019.0,3159.0,20518.0,2196.0,10225.0,1401.0,6276.0,1321.0,3291.0,859.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,19.0,31.0,,,Osceola,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
012,119,072,005,Florida,Sumter County,98049.0,131.0,83607.0,1537.0,13778.0,1464.0,4005.0,730.0,3889.0,682.0,5884.0,924.0,664.0,277.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,22.0,45.0,,,Sumter,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
013,051,072,005,Georgia,Chatham County,267527.0,399.0,226904.0,2306.0,38838.0,2296.0,21119.0,1870.0,7385.0,946.0,10334.0,1114.0,1785.0,382.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,15.0,25.0,,,Chatham,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
013,067,072,005,Georgia,Cobb County,690260.0,619.0,560263.0,4033.0,125643.0,4094.0,64960.0,3035.0,35461.0,2293.0,25222.0,2140.0,4354.0,818.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,90.0,148.0,,,Cobb,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
013,089,072,005,Georgia,DeKalb County,689711.0,717.0,560260.0,4611.0,122632.0,4463.0,65628.0,3473.0,36364.0,2293.0,20640.0,1367.0,6819.0,1300.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,5.0,9.0,,,DeKalb,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
015,003,072,005,Hawaii,Honolulu County,952267.0,643.0,805744.0,4015.0,132754.0,3879.0,84677.0,3032.0,4266.0,785.0,43811.0,2059.0,13769.0,1246.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,45.0,71.0,,,Honolulu,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
015,009,072,005,Hawaii,Maui County,154490.0,296.0,127918.0,1745.0,25192.0,1702.0,18630.0,1455.0,1641.0,392.0,4921.0,761.0,1380.0,427.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,46.0,75.0,,,Maui,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
017,031,072,005,Illinois,Cook County,5146402.0,1598.0,4452551.0,9309.0,657509.0,9046.0,521056.0,8328.0,49240.0,2342.0,87213.0,3355.0,36342.0,1826.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,2.0,4.0,,,Cook,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
017,181,072,005,Illinois,Union County,17524.0,69.0,15600.0,388.0,1903.0,393.0,1102.0,291.0,548.0,200.0,253.0,148.0,21.0,46.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,11.0,23.0,,,Union,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
019,103,072,005,Iowa,Johnson County,132424.0,231.0,97161.0,1711.0,33636.0,1615.0,19021.0,1443.0,7847.0,731.0,6768.0,726.0,1627.0,490.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,8.0,13.0,,,Johnson,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
024,021,072,005,Maryland,Frederick County,234101.0,286.0,206051.0,1633.0,26836.0,1560.0,15735.0,1413.0,5662.0,820.0,5439.0,853.0,1214.0,345.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,62.0,103.0,,,Frederick,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
024,510,072,005,Maryland,Baltimore city,612906.0,565.0,506372.0,3464.0,102769.0,3412.0,67601.0,2993.0,20568.0,1407.0,14600.0,1101.0,3765.0,567.0,Puerto Rico,Aguadilla Municipio,59116.0,744.0,54113.0,824.0,3924.0,645.0,2793.0,578.0,1131.0,301.0,1079.0,341.0,10.0,16.0,,,Baltimore city,Aguadilla Municipio,outflow_09_13_Puerto Rico.csv
