Table with column headers in rows 2 through 4.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
Current Residence State Code,Current Residence FIPS Municipio/ County Code,Residence 1 Year Ago State Code,Residence 1 Year Ago FIPS Municipio Code,State of Current Residence,Municipio/County of Current Residence,Municipio/County of Current Residence,,,,,,,,,,,,,,State/U.S. Island Area/Foreign Region of Residence 1 Year Ago,Municipio of Residence 1 Year Ago,Municipio of Residence 1 Year Ago,,,,,,,,,,,,Movers in County-to-County Flow,
,,,,,,Population 1 Year and Over,,Nonmovers,,Movers within Puerto Rico or United States1,,Movers within Same Municipio/County,,"Movers from Different Municipio or County, Same State",,Movers from Different State,,Movers from Elsewhere2,,,,Population 1 Year and Over,,Nonmovers,,Movers within Puerto Rico,,Movers within Same Municipio,,Movers to Different Municipio,,Movers to United State,,,
,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
036,005,072,023,New York,Bronx County,1377094,960,1209594,4943,152571,4518,101520,4123,37861,2001,13190,1444,14929,1393,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,75,79
036,061,072,023,New York,New York County,1588599,1044,1329165,5955,229673,5947,123822,4221,43699,2691,62152,2692,29761,1786,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,15,25
037,051,072,023,North Carolina,Cumberland County,316609,430,243389,2379,67254,2373,37442,1992,8895,905,20917,1419,5966,633,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,56,61
041,003,072,023,Oregon,Benton County,85323,136,66951,1268,17227,1209,7931,842,6208,780,3088,396,1145,316,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,1,5
042,011,072,023,Pennsylvania,Berks County,407361,445,352073,2450,53681,2301,38304,2068,9931,829,5446,804,1607,415,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,61,93
045,079,072,023,South Carolina,Richland County,385401,502,300150,2994,83130,2893,40250,1850,19669,1543,23211,1469,2121,398,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,2,4
048,201,072,023,Texas,Harris County,4119266,1966,3383906,11496,696580,11125,535850,10557,86069,2939,74661,4089,38780,2365,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,53,84
048,439,072,023,Texas,Tarrant County,1823073,974,1502371,7093,309920,6975,212240,6620,60159,3250,37521,2716,10782,1308,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,18,32
048,453,072,023,Texas,Travis County,1047764,872,801684,4911,235934,4948,153984,4485,51610,2664,30340,1974,10146,1287,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,33,53
048,485,072,023,Texas,Wichita County,129773,221,103115,1558,25820,1503,13410,1450,5476,717,6934,975,838,301,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,4,7
072,005,072,023,Puerto Rico,Aguadilla Municipio,59302,220,54113,824,4360,707,2793,578,1567,412,688,299,141,91,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,47,43
072,011,072,023,Puerto Rico,Añasco Municipio,28830,114,27640,342,1032,306,696,307,336,157,158,108,,,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,14,23
072,013,072,023,Puerto Rico,Arecibo Municipio,94324,206,87441,840,6439,830,4131,754,2308,452,423,210,21,25,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,12,13
072,021,072,023,Puerto Rico,Bayamón Municipio,203000,250,187031,1296,14653,1172,7971,995,6682,771,1224,257,92,48,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,46,36
072,031,072,023,Puerto Rico,Carolina Municipio,172310,252,155948,1439,14455,1249,8685,1015,5770,822,1524,425,383,200,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,57,62
072,047,072,023,Puerto Rico,Corozal Municipio,36409,160,35757,363,577,268,331,188,246,173,67,90,8,12,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,1,2
072,053,072,023,Puerto Rico,Fajardo Municipio,35896,104,31029,713,4190,688,2175,465,2015,468,598,252,79,76,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,20,32
072,061,072,023,Puerto Rico,Guaynabo Municipio,95954,178,89078,905,5649,852,2379,502,3270,692,911,314,316,237,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,11,14
072,067,072,023,Puerto Rico,Hormigueros Municipio,16978,94,15823,417,1031,398,291,141,740,362,88,74,36,50,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,45,46
072,069,072,023,Puerto Rico,Humacao Municipio,57379,134,53747,658,3220,636,1608,412,1612,526,319,150,93,72,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,8,18
072,079,072,023,Puerto Rico,Lajas Municipio,25199,112,24530,359,565,331,364,216,201,200,104,103,,,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,35,55
072,097,072,023,Puerto Rico,Mayagüez Municipio,86457,161,76979,904,8595,855,5014,712,3581,564,759,286,124,102,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,648,294
072,113,072,023,Puerto Rico,Ponce Municipio,161221,217,145236,1148,13925,1133,10091,1022,3834,613,1824,487,236,166,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,22,18
072,119,072,023,Puerto Rico,Río Grande Municipio,53488,139,48014,888,5144,817,2269,638,2875,599,323,225,7,12,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,6,11
072,121,072,023,Puerto Rico,Sabana Grande Municipio,24675,128,23973,323,643,266,342,168,301,183,47,40,12,19,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,51,81
072,125,072,023,Puerto Rico,San Germán Municipio,34756,102,32399,645,1968,581,1317,520,651,226,348,204,41,44,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,33,36
072,127,072,023,Puerto Rico,San Juan Municipio,383291,362,338118,2156,39941,2119,25827,1499,14114,1379,3451,569,1781,361,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,17,27
072,139,072,023,Puerto Rico,Trujillo Alto Municipio,72993,202,67222,809,5426,756,2822,602,2604,528,260,141,85,90,Puerto Rico,Cabo Rojo Municipio,52021,438,49961,288,1418,360,316,143,1102,339,642,254,29,46
004,013,072,025,Arizona,Maricopa County,3835677,1696,3067321,12603,743278,12614,574235,11769,39795,2829,129248,4343,25078,2110,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,37,58
004,019,072,025,Arizona,Pima County,975179,717,775890,4373,192663,4533,142315,4181,18199,1693,32149,1849,6626,788,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,11,19
004,021,072,025,Arizona,Pinal County,374425,643,298716,3950,71690,3942,32311,3218,23589,2826,15790,1554,4019,612,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,13,16
005,047,072,025,Arkansas,Franklin County,17740,115,15076,640,2630,616,1590,523,851,243,189,112,34,23,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,2,4
005,125,072,025,Arkansas,Saline County,108745,227,96135,1324,12518,1357,5982,860,4871,934,1665,408,92,62,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,5
005,145,072,025,Arkansas,White County,76874,248,63653,1378,12891,1325,7848,1041,2422,541,2621,536,330,226,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,3
006,047,072,025,California,Merced County,254614,427,209305,2902,44739,2829,33003,2705,10289,1423,1447,412,570,237,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,13,22
006,059,072,025,California,Orange County,3016966,1372,2560409,9004,435336,8668,321416,7724,81847,3446,32073,1620,21221,1635,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,6,10
009,003,072,025,Connecticut,Hartford County,886422,598,776000,3231,105283,3254,72374,2840,15527,1009,17382,1451,5139,719,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,188,134
009,009,072,025,Connecticut,New Haven County,854558,677,752383,3446,97192,3332,67719,2871,13431,1139,16042,1276,4983,766,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,10,15
012,011,072,025,Florida,Broward County,1765201,944,1470865,6552,273441,6582,191553,5599,47901,3063,33987,1929,20895,1632,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,27,36
012,031,072,025,Florida,Duval County,861064,876,701541,5300,155152,5136,107536,4418,22667,2037,24949,1980,4371,937,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,13,22
012,053,072,025,Florida,Hernando County,171725,250,146441,1834,24926,1832,12038,1236,6593,1115,6295,762,358,171,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,25,37
012,057,072,025,Florida,Hillsborough County,1243653,858,1015779,5527,216526,5528,150436,4474,34001,2036,32089,2291,11348,1148,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,358,290
012,086,072,025,Florida,Miami-Dade County,2520806,951,2190789,7513,291826,6945,233242,6259,28869,1855,29715,2013,38191,2497,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,151,177
012,095,072,025,Florida,Orange County,1161109,972,922905,6152,222321,5738,144101,4590,47288,2756,30932,2040,15883,1956,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,214,170
012,097,072,025,Florida,Osceola County,275739,579,235429,3296,37019,3159,20518,2196,10225,1401,6276,1321,3291,859,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,264,260
012,099,072,025,Florida,Palm Beach County,1325330,833,1126865,5469,186167,5078,125352,4902,27205,1876,33610,1895,12298,1459,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,46,52
012,101,072,025,Florida,Pasco County,463714,485,403476,2696,58595,2634,31962,2066,14675,1360,11958,1269,1643,313,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,9,18
012,127,072,025,Florida,Volusia County,491960,492,421054,3211,68939,3072,36936,1949,15009,1376,16994,1636,1967,513,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,49,80
013,121,072,025,Georgia,Fulton County,936521,785,748471,4037,180853,4142,100402,3796,47266,2575,33185,2408,7197,911,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,41,38
016,065,072,025,Idaho,Madison County,36645,133,22255,847,13386,917,6168,665,1997,460,5221,706,1004,430,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,4,8
022,033,072,025,Louisiana,East Baton Rouge Parish,436147,541,365077,2833,69213,2870,48161,2618,12125,1355,8927,868,1857,449,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,2
022,077,072,025,Louisiana,Pointe Coupee Parish,22373,110,20417,510,1896,486,1454,430,309,137,133,85,60,54,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,2,4
024,031,072,025,Maryland,Montgomery County,977092,746,838785,3690,122181,3218,72573,2789,13457,1346,36151,2070,16126,1470,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,14,22
025,013,072,025,Massachusetts,Hampden County,460250,439,401170,2693,55686,2456,41777,2120,6685,862,7224,946,3394,682,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,5,9
025,017,072,025,Massachusetts,Middlesex County,1505085,811,1295009,4880,191398,4703,110751,3945,41195,2274,39452,2186,18678,1414,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,9,16
025,025,072,025,Massachusetts,Suffolk County,727684,562,574642,3390,139187,3154,78789,2591,31760,1509,28638,1538,13855,1324,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,36,49
026,025,072,025,Michigan,Calhoun County,134032,218,113293,1212,20527,1210,13473,1159,5152,641,1902,361,212,87,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,14,24
026,125,072,025,Michigan,Oakland County,1200392,632,1031769,4812,158327,4480,96624,3443,46470,2689,15233,1207,10296,1118,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,30,44
026,143,072,025,Michigan,Roscommon County,24070,66,20676,430,3281,421,1854,376,1138,260,289,123,113,128,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,23,32
029,169,072,025,Missouri,Pulaski County,52040,152,30839,1226,18894,1226,3069,571,2729,638,13096,789,2307,524,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,14,24
034,005,072,025,New Jersey,Burlington County,445504,377,403732,2309,39631,2267,21508,1776,9628,883,8495,899,2141,419,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,131,192
034,007,072,025,New Jersey,Camden County,507300,484,451390,2355,53905,2318,34787,1716,10584,1139,8534,1004,2005,464,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,22,35
034,021,072,025,New Jersey,Mercer County,364708,370,319527,2339,41775,2120,22585,1637,11328,1125,7862,930,3406,707,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,69,85
034,023,072,025,New Jersey,Middlesex County,808370,535,719786,2828,80844,2751,48282,2308,21596,1489,10966,1020,7740,886,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,15,24
034,039,072,025,New Jersey,Union County,533253,539,476442,2398,53121,2474,32179,2151,13414,1045,7528,1087,3690,640,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,8,16
036,005,072,025,New York,Bronx County,1377094,960,1209594,4943,152571,4518,101520,4123,37861,2001,13190,1444,14929,1393,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,30,37
037,081,072,025,North Carolina,Guilford County,488653,551,416065,2840,70156,2598,43700,2269,15347,1220,11109,1058,2432,573,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,28,48
037,119,072,025,North Carolina,Mecklenburg County,935037,753,751838,4679,176112,4560,115509,4252,23036,1484,37567,2150,7087,932,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,113,176
037,129,072,025,North Carolina,New Hanover County,204102,301,163791,1956,39246,2000,22491,1691,10493,1052,6262,839,1065,447,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,17,25
039,061,072,025,Ohio,Hamilton County,792163,572,661238,3512,127045,3428,93027,3274,18101,1318,15917,1232,3880,588,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,17,26
039,093,072,025,Ohio,Lorain County,298809,353,258856,2084,38988,1982,26519,1878,8699,968,3770,623,965,273,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,18,20
042,027,072,025,Pennsylvania,Centre County,153144,201,110827,1635,40047,1508,18752,1349,14207,1012,7088,750,2270,584,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,7,13
042,119,072,025,Pennsylvania,Union County,44562,96,37249,732,7078,740,2500,499,2066,431,2512,418,235,89,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,22,19
042,133,072,025,Pennsylvania,York County,432017,461,378843,2552,51496,2623,34371,2411,9127,1050,7998,1014,1678,591,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,139,177
048,027,072,025,Texas,Bell County,311127,527,239275,3105,64881,2965,32772,2541,10456,1099,21653,2065,6971,863,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,61,92
048,029,072,025,Texas,Bexar County,1728176,1136,1398795,6662,316421,6279,229413,5808,44536,2749,42472,2714,12960,1276,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,158,198
048,041,072,025,Texas,Brazos County,194767,314,132505,2433,59116,2423,33206,1970,21505,1266,4405,853,3146,550,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,26,43
048,099,072,025,Texas,Coryell County,74832,191,59178,1246,13453,1189,3847,601,4667,725,4939,727,2201,386,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,6,11
048,439,072,025,Texas,Tarrant County,1823073,974,1502371,7093,309920,6975,212240,6620,60159,3250,37521,2716,10782,1308,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,87,145
051,107,072,025,Virginia,Loudoun County,321619,451,282546,2407,36137,2299,16968,1425,11260,1175,7909,997,2936,554,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,16,27
051,153,072,025,Virginia,Prince William County,409929,489,350405,2876,56486,2693,24029,2174,17848,1642,14609,1389,3038,695,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,48,85
054,061,072,025,West Virginia,Monongalia County,97531,177,77786,1137,19140,1151,8981,904,3625,503,6534,696,605,178,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,11,20
072,005,072,025,Puerto Rico,Aguadilla Municipio,59302,220,54113,824,4360,707,2793,578,1567,412,688,299,141,91,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,6,14
072,007,072,025,Puerto Rico,Aguas Buenas Municipio,28240,85,27726,246,456,214,367,209,89,62,42,39,16,24,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,18,28
072,011,072,025,Puerto Rico,Añasco Municipio,28830,114,27640,342,1032,306,696,307,336,157,158,108,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,2,5
072,013,072,025,Puerto Rico,Arecibo Municipio,94324,206,87441,840,6439,830,4131,754,2308,452,423,210,21,25,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,42,41
072,015,072,025,Puerto Rico,Arroyo Municipio,19167,124,17247,514,1653,481,1317,436,336,151,267,172,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,25,38
072,019,072,025,Puerto Rico,Barranquitas Municipio,29725,164,29125,300,533,207,277,151,256,145,67,78,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,32,36
072,021,072,025,Puerto Rico,Bayamón Municipio,203000,250,187031,1296,14653,1172,7971,995,6682,771,1224,257,92,48,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,253,228
072,027,072,025,Puerto Rico,Camuy Municipio,34448,123,33274,373,1070,342,669,298,401,212,82,57,22,36,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,8,12
072,029,072,025,Puerto Rico,Canóvanas Municipio,46904,184,43026,739,3484,639,1554,442,1930,529,278,215,116,175,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,2
072,031,072,025,Puerto Rico,Carolina Municipio,172310,252,155948,1439,14455,1249,8685,1015,5770,822,1524,425,383,200,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,69,56
072,035,072,025,Puerto Rico,Cayey Municipio,47210,126,42782,838,4125,799,2702,699,1423,401,240,161,63,58,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,239,215
072,037,072,025,Puerto Rico,Ceiba Municipio,13298,63,12455,373,718,332,385,254,333,185,107,95,18,29,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,4
072,041,072,025,Puerto Rico,Cidra Municipio,42756,112,39057,720,3349,696,2475,618,874,264,333,158,17,26,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,328,202
072,047,072,025,Puerto Rico,Corozal Municipio,36409,160,35757,363,577,268,331,188,246,173,67,90,8,12,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,6,13
072,051,072,025,Puerto Rico,Dorado Municipio,37973,108,36461,474,1171,408,354,203,817,393,292,226,49,48,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,3
072,053,072,025,Puerto Rico,Fajardo Municipio,35896,104,31029,713,4190,688,2175,465,2015,468,598,252,79,76,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,37,32
072,057,072,025,Puerto Rico,Guayama Municipio,44100,169,40228,717,3428,600,2329,560,1099,336,444,309,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,6,13
072,061,072,025,Puerto Rico,Guaynabo Municipio,95954,178,89078,905,5649,852,2379,502,3270,692,911,314,316,237,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,213,177
072,063,072,025,Puerto Rico,Gurabo Municipio,45664,158,41813,747,3601,682,1629,510,1972,536,250,173,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,501,233
072,067,072,025,Puerto Rico,Hormigueros Municipio,16978,94,15823,417,1031,398,291,141,740,362,88,74,36,50,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,18,29
072,069,072,025,Puerto Rico,Humacao Municipio,57379,134,53747,658,3220,636,1608,412,1612,526,319,150,93,72,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,95,81
072,071,072,025,Puerto Rico,Isabela Municipio,44864,140,43745,317,766,239,471,212,295,137,311,183,42,56,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,13,20
072,073,072,025,Puerto Rico,Jayuya Municipio,16275,81,15020,436,1124,409,1083,406,41,38,130,131,1,4,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,1,4
072,075,072,025,Puerto Rico,Juana Díaz Municipio,49905,163,47359,615,2064,510,1034,331,1030,341,465,235,17,27,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,9,15
072,085,072,025,Puerto Rico,Las Piedras Municipio,38269,155,34888,715,3188,635,1597,466,1591,465,193,165,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,86,125
072,089,072,025,Puerto Rico,Luquillo Municipio,19702,88,17259,577,1954,515,889,327,1065,437,479,231,10,15,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,79,111
072,091,072,025,Puerto Rico,Manatí Municipio,42978,159,39659,814,2991,785,1852,503,1139,515,309,226,19,30,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,28,59
072,093,072,025,Puerto Rico,Maricao Municipio,6485,289,6132,296,263,182,240,181,23,19,90,95,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,3,6
072,095,072,025,Puerto Rico,Maunabo Municipio,11838,91,10917,340,795,306,474,218,321,167,126,69,,,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,16,24
072,097,072,025,Puerto Rico,Mayagüez Municipio,86457,161,76979,904,8595,855,5014,712,3581,564,759,286,124,102,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,36,44
072,099,072,025,Puerto Rico,Moca Municipio,39159,176,36243,754,2602,644,1826,561,776,339,292,264,22,36,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,11,25
072,101,072,025,Puerto Rico,Morovis Municipio,32236,156,29826,707,2033,658,1389,522,644,342,369,332,8,14,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,98,156
072,105,072,025,Puerto Rico,Naranjito Municipio,29817,153,29043,436,519,330,307,205,212,196,137,139,118,189,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,14,19
072,113,072,025,Puerto Rico,Ponce Municipio,161221,217,145236,1148,13925,1133,10091,1022,3834,613,1824,487,236,166,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,63,70
072,119,072,025,Puerto Rico,Río Grande Municipio,53488,139,48014,888,5144,817,2269,638,2875,599,323,225,7,12,Puerto Rico,Caguas Municipio,140674,1188,128808,1189,9186,1147,5844,862,3342,644,2680,634,29,36
